EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance_Score,Current_Employee_Rating,LoadUser,LoadTimestamp,RowHash
3614,Bridget,Deleon,08-Jan-20,02-Jul-21,Production Technician I,Clifford Martinez,bridget.deleon@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Store common between real.,Production       ,Project Management - Con,31-08-1973,MA,Field Project Manager,Male,23691,White,Married,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,6fe7ee65e373ff7fd2640887a9c3e913bd85b964d09a2f7c71373df38d64ebcc
3615,Martin,Weber,13-May-21,22-Sep-22,Production Technician I,Lee Hudson,martin.weber@bilearner.com,CCDR,Future Start,Full-Time,Zone B,Part-Time,Retirement,View ever record ahead.,Production       ,General - Con,14-05-1986,MA,Manager,Male,74388,Asian,Divorced,Exceeds,2,Dave,2025-09-09 11:08:24.768614,4fa21d5f373299dbead23a8f1fc1ee8dca7694ce1af3a2e28313c863297b56e4
3616,Ruben,Lewis,12-Feb-22,,Production Technician I,Allison Tran,ruben.lewis@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Con,24-03-1981,MA,Laborer,Female,14234,Hispanic,Married,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,b13573b73bd78c25d9b98b10723370ed65fa46775aad5ab1f62361881b0fe7af
3617,Bailey,Collier,01-Feb-23,,Production Technician I,Pamela Johnson,bailey.collier@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,18-02-1961,MA,Splicer,Female,37635,Hispanic,Married,Fully Meets,1,Dave,2025-09-09 11:08:24.768614,07a7e9a25e309c7eb513b45993c00da8b284c456970d6acdfa6753bd0ad1c587
3618,Charlee,Roth,04-Feb-23,,Production Technician I,Erin Harris,charlee.roth@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Splicing,05-05-1944,MA,Splicer,Male,13186,Black,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,ee979bc139c8862a5794d45dfb27577827e522fb35d78b8cc0f3c03e1198eafc
3619,Karissa,Bowers,23-Mar-23,01-May-23,Production Technician I,Robert Wright,karissa.bowers@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Some others lot miss land similar.,Production       ,General - Con,17-03-1984,MA,Technician,Male,76278,Asian,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,ff50a1add74ddee5a4849b3eed90d122f93256909aa8db7fa65616ad6fd67ec2
3620,Noel,Ramirez,22-Mar-23,14-Jul-23,Production Technician I,Mr. Nicholas Austin,noel.ramirez@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Involuntary,Outside sing song relationship action teach.,Production       ,General - Eng,12-10-1994,MA,Specialist,Male,77580,Hispanic,Married,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,acc307e744c4f5d84f2a5f47c94f84217ee1adf7b3b835ab690cdd7b8d7d409f
3621,Victoria,Franco,28-Nov-18,,Production Technician I,Natalie Cannon,victoria.franco@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Wireless,09-09-1997,MA,Laborer,Male,15586,White,Married,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,c9ae80d8a4afc1ad9f34f3e796461f133c01865ca80827f6405a929359ef4b2d
3622,Danika,Fleming,09-Jul-20,10-Jul-21,Production Technician II,Christopher Ayers,danika.fleming@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Resignation,Song remember visit finish edge difficult down.,Production       ,Field Operations,16-10-1995,MA,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,cd8a55ae4f2031dd4aa69db9c21db2aba14da78412d4d4cb8816ea4f3bb86c9f
3623,Jocelyn,Kline,11-Feb-19,,Production Technician II,Elizabeth Burton,jocelyn.kline@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,25-04-1958,MA,Engineer,Female,47289,Asian,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,451a8a25cf850b059a4238192e1c9ac22679fd6290c0e21e40f2a774990cbcb7
3624,Cesar,Higgins,09-Jan-20,,Production Technician II,Timothy Curtis,cesar.higgins@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,04-02-1996,MA,Engineer,Female,85711,Asian,Married,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,205394ad62ef44e11acc4585a6b36b48682ec077628151d17a92b7727d869019
3625,Gabriel,Dodson,11-Nov-21,31-Jul-22,Production Technician II,Tammy Navarro,gabriel.dodson@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Interesting final piece follow.,Production       ,Engineers,14-12-1975,MA,Engineer,Female,54392,Asian,Single,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,b72346d139c5325da4a0e95aa4e13e03cebd2ff1e2051008a4bb626c19f4edf3
3626,Raphael,Sandoval,15-May-21,,Production Technician II,Natalie Baker,raphael.sandoval@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,28-10-1993,MA,Foreman,Female,61825,Asian,Single,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,d9de5f32fac21aba6084d7697034af17a3c22d7611be1c9af6ac97a9909bb8e4
3627,Ruth,Harrell,21-Aug-19,28-Oct-22,Production Technician II,Jesse Wilson,ruth.harrell@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Sport enter think order determine.,Production       ,Field Operations,23-02-1967,MA,Supervisor,Female,52646,Black,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,ef67d12f4faa7c023fc109f674476ecfed5e5055dbe98abf566b699ed1acb945
3628,Peyton,Barber,18-Sep-20,,Production Technician II,Megan Small,peyton.barber@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Engineers,27-01-1946,MA,Technician,Female,56126,Hispanic,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,00318a8f158ae79d5f3a30ec89cafa2218854719a5c4644dc586a1d6278a3ccf
3629,Reginald,Lowery,27-Aug-22,03-Dec-22,Production Technician I,Dr. David Austin Jr.,reginald.lowery@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Expect grow back list letter.,Production       ,Field Operations,26-11-1983,MA,Laborer,Male,70056,Black,Divorced,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,64cd9b6ccf2e9f8c12a24ca5462cf4cf48b772d7b41cb6e50a4c550bd3a54f37
3630,Stephanie,Briggs,23-Feb-19,,Production Technician I,Scott Davis,stephanie.briggs@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,07-05-1965,MA,Laborer,Male,81819,Other,Widowed,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,74531911e40fc7dca730ea9440d21a1ddb479a42fbb5f99b3b3fe8528fbe3655
3631,Shaniya,Becker,08-Aug-22,25-Oct-22,Production Technician I,Kristin Salinas,shaniya.becker@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Retirement,Experience room top and including compare.,Production       ,Wireline Construction,28-04-1947,MA,Apprentice,Male,12978,Other,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,fc0045a65413f71a651ed6d308425fc09dc21e1c75c5e0b6f74d5ac013377bf0
3632,Ryan,Oconnell,24-Sep-22,24-Oct-22,Production Technician I,Bridget Jones,ryan.oconnell@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Involuntary,Realize work series fact weight contain.,Production       ,Field Operations,03-10-1945,MA,Foreman,Male,37983,Asian,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,498d4bb4adeaa3e9b9c94bd3ea93883c2489651d49f80f6a117306a58b78e777
3633,Emma,Ware,21-Mar-22,,Production Technician I,Melissa Wilkinson,emma.ware@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Unk,,Production       ,Aerial,24-03-1987,MA,Laborer,Female,56687,Hispanic,Single,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,a456ad7a3a4afef4574f2c8eb87097f45d0aaee2340901d79500e6e8fc666bfe
3634,Keyon,Haley,23-Jun-23,26-Jul-23,Production Technician I,Eric Cunningham,keyon.haley@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Retirement,Despite budget compare international little.,Production       ,General - Sga,26-04-1962,MA,Supervisor,Female,40148,Other,Married,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,849aeb89d90618967d0e73b2f49d8c41670a1ed5d25a888be13e08b249973d3e
3635,Kylee,Bates,26-Oct-20,,Production Technician I,Stephen Barron,kylee.bates@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),12-03-1978,MA,Runner,Female,71593,Hispanic,Single,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,b8f3ce6a3d673d93ec19bdc8fe71ef230da8ce42281184ba2779f1be32488c39
3636,Marc,Chandler,29-Jan-20,,Production Technician I,Jennifer Soto,marc.chandler@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Catv,13-03-1982,MA,Supervisor,Male,10775,Asian,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,9ae1d6927e264a93673261bc4f04d91fd0321c0414e2e93402afab0b9cb3ce54
3637,Abdullah,Pruitt,23-Apr-22,,Production Technician I,John Jones,abdullah.pruitt@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,17-04-1995,MA,Engineer,Male,59441,Asian,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,f5200d132d03939f867e385addf3a46525aceeea69eaee55b932c98a8b76f16c
3638,Shamar,Roth,15-Jun-23,,Production Technician I,Ernest Evans,shamar.roth@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,10-12-1978,MA,Inspector,Male,55470,Hispanic,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,96b0e1f5254069f78f9ac94922ec279dc19dd89e6aa52408009614341ff46424
3639,Jaylen,Acosta,19-Sep-19,14-Apr-20,Production Technician I,Mark Knight,jaylen.acosta@bilearner.com,CCDR,Future Start,Contract,Zone C,Full-Time,Retirement,Official growth onto speech after truth.,Production       ,Field Operations,08-01-1966,MA,Runner,Female,8655,Hispanic,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,5e937d3d3402badcd78c8cdfefc87decca7a05ed677cfdeec541ba62e06e0d33
3640,Kale,House,07-Jan-23,,Production Technician I,Gina Leon,kale.house@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,21-09-2000,MA,Foreman,Female,48077,Asian,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,a1f5ec3c16e6564e04868e911f6388968b57ae20d12ab9ec42e5e110c7688625
3641,Kiersten,Ellis,07-Feb-20,01-May-21,Production Technician I,Eric Michael,kiersten.ellis@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Voluntary,Air act watch affect save positive among.,Production       ,General - Con,15-01-1971,MA,Operator,Male,56039,Other,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,220bc2f776d7344afb6ba138f6f48e6dc514c708779e2685c56bbfdcd063313b
3642,Karissa,Carrillo,29-Apr-20,12-Nov-21,Production Technician I,Alexandra Martin,karissa.carrillo@bilearner.com,MSC,Future Start,Contract,Zone B,Full-Time,Retirement,Cold dinner seat property a hear.,Production       ,Field Operations,31-05-1978,MA,Laborer,Male,7474,Black,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,8d5c0ae1761705d3239627cbf5fff4f840a793426d2731595fdce23e94518ded
3643,Issac,Whitehead,16-Apr-20,,Production Technician I,Eric Calderon,issac.whitehead@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Catv,22-03-1961,MA,Laborer,Male,9287,Asian,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,7cb5f05d3b3e3b4f71b0d0c61347fa772de3ae76fd6e764c7af4f14f51edec70
3644,Madisyn,Andrews,16-Jun-22,,Production Technician I,Thomas Jones,madisyn.andrews@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,24-06-1986,MA,Laborer,Male,42213,Black,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,940ea1615f9c97544a8201bb1f7fa80855fdb9c1da955409f5b77fe09f5f269e
3645,Madyson,Rhodes,22-Jul-19,,Production Technician I,Bridget Mills,madyson.rhodes@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,16-09-1977,MA,Technician,Male,34428,Asian,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,4cebe112264f779535a3d6573e73ca90c1dd8cc33ab53d507f49c95fc03c3be2
3646,Brenton,Rodriguez,22-Apr-23,,Production Technician II,Sara Bullock,brenton.rodriguez@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,01-01-1968,MA,Splicer,Female,77551,Hispanic,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,aa7899dc46df9f665b265a2b746d4412999a6c937800e729acc03091ca355698
3647,Nathen,Arias,28-Dec-20,30-Jan-21,Production Technician II,Craig Leblanc,nathen.arias@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Best room cell task majority budget.,Production       ,Engineers,24-07-1966,MA,Engineer,Female,20847,Black,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,e887137dd2e966163befd7703077c7894bd7f54e261f724ee416a0ce5de40ee4
3648,Keyon,Hensley,23-Feb-22,,Production Technician II,Peter Smith,keyon.hensley@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,27-06-1948,MA,Lineman,Female,76615,Other,Divorced,Exceeds,4,Dave,2025-09-09 11:08:24.768614,f0b4d3030b730438540eda3f84651c05ccd09a8a66c3a5bf3bf38b63865adf1e
3649,Elisha,Ruiz,13-Aug-22,,Production Technician II,Stephen Green,elisha.ruiz@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,06-06-1968,MA,Technician,Female,26602,White,Married,Exceeds,4,Dave,2025-09-09 11:08:24.768614,6d79aabaf8b1d0c1dd4cc685d941246673b22ea6ae92102b858bdcaa55b60e56
3650,Amirah,Stanley,03-Oct-19,28-Feb-22,Production Technician II,Jason Jenkins,amirah.stanley@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Late least forward bill realize camera.,Production       ,Field Operations,25-12-1991,MA,Laborer,Female,72818,White,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,13f0b103a5eb4333745ff120a5b66373dd0d216bbaad29f5428504b17c1a03c2
3651,Jeremy,Meyer,14-Oct-19,,Production Technician II,Chad Jones,jeremy.meyer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,19-01-1991,MA,Lineman,Female,90347,White,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,1647f52bd00cf5f8119e1a1523dab0ecb8f78d72e569374db830efbba9f1a2e8
3652,Owen,Dillon,30-Aug-19,27-Aug-22,Production Technician I,Victoria Maldonado,owen.dillon@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Window stuff western interesting.,Production       ,Field Operations,16-08-1946,MA,Supervisor,Male,96845,Other,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,1a0e8a1e0aabb358a0e30b28eb7fe74050413eeae754bee3b4c60581f4c05d0a
3653,Bridget,Bray,04-Feb-21,30-Jul-23,Production Technician I,William Watson,bridget.bray@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Particular same detail note.,Production       ,General - Con,29-06-1995,MA,Foreman,Male,67277,Asian,Widowed,Exceeds,3,Dave,2025-09-09 11:08:24.768614,e4e9b12201b1b51275fb0451c934249d521327220ab4c714a96648d3fc404d29
3654,Cassius,Gates,23-Nov-22,,Production Technician I,Jody Cox,cassius.gates@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,30-03-1995,MA,Lineman,Male,17975,Asian,Divorced,Exceeds,4,Dave,2025-09-09 11:08:24.768614,83035b11df55b4a1d4069fcf0935cb51991a604e64972ae0c704f841970d9e09
3655,Martha,Kemp,25-Feb-23,,Production Technician I,Shelia Good,martha.kemp@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,20-10-1998,MA,Engineer,Male,97142,Asian,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,453d9b023164e561e5fc62a98782e40879a8ad215856966859947a2da6a6b0c3
3656,Francesca,Mcmahon,15-Dec-19,,Production Technician I,Darlene Green,francesca.mcmahon@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Underground,14-04-2001,MA,Laborer,Male,72523,Hispanic,Divorced,Exceeds,5,Dave,2025-09-09 11:08:24.768614,8a046fd4feafb23d75af99b84f903f38e5f82d258b04a5a4c2e5f70459e4b15b
3657,Lorelei,Walls,29-Aug-21,,Production Technician I,Christine Mccarthy,lorelei.walls@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,04-03-1992,MA,Flagger,Female,44406,Black,Single,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,93d2bb1ad3f56d325f04c899dae98a48c19ed2ed406226631297539b26f4195f
3658,Emery,Gillespie,04-Nov-22,07-Jul-23,Production Technician I,Thomas Jackson,emery.gillespie@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Involuntary,Once simple the decade.,Production       ,Project Management - Con,25-11-1966,MA,Technician,Female,95682,Black,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,00142268669a8437f6be2aeda31e93fd56b1a9a2d209b4f42c0b3f65c00d022a
3659,Kaylee,Baldwin,02-Oct-19,13-Oct-19,Production Technician I,Eric Powell,kaylee.baldwin@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Voluntary,Second focus stay scientist.,Production       ,Field Operations,30-10-1989,MA,Engineer,Male,86746,Other,Divorced,Exceeds,1,Dave,2025-09-09 11:08:24.768614,91eeb4bc7c7d38ba6bb60ff68bc0802a7ea52eb91355b9665babf3d70845deb8
3660,Aron,Hester,24-May-19,,Production Technician I,Joel Browning,aron.hester@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,21-06-1974,MA,Supervisor,Male,73540,Hispanic,Single,Exceeds,3,Dave,2025-09-09 11:08:24.768614,8b508d20fbdeba040cfe0d01b0da3dda87b15418e39e0045fbceacb15dfff16f
3661,Reagan,Brennan,28-Feb-22,05-Sep-22,Production Technician I,Denise Roman,reagan.brennan@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Involuntary,Decide group difference decide.,Production       ,Executive,22-05-1952,MA,Vp,Male,21624,Asian,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,44aac8bb3f768992632212880ca49639569fccb5076835a00f69925cd5344370
3662,Hugh,Berry,13-Jun-23,,Production Technician I,Linda Cummings,hugh.berry@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,18-04-1973,MA,Laborer,Male,90473,Other,Married,Exceeds,2,Dave,2025-09-09 11:08:24.768614,b47061ec2072345db3e4a0e9c569d32e8ed9349a6302237097d88aeecca3e5b6
3663,Brandon,Anderson,07-Oct-19,22-Jan-22,Production Technician I,Sean Kennedy,brandon.anderson@bilearner.com,PL,Future Start,Part-Time,Zone B,Full-Time,Retirement,Bar serious exist pretty.,Production       ,General - Con,23-11-1977,MA,Foreman,Female,13534,Black,Single,Exceeds,3,Dave,2025-09-09 11:08:24.768614,00acf12604531a259969a2da78a0126d47fbbb35ddc7daa38d6a2790b22aabda
3664,Diana,Garza,06-Oct-20,12-Jan-22,Production Technician I,Robert Reid,diana.garza@bilearner.com,PYZ,Future Start,Full-Time,Zone C,Part-Time,Involuntary,Let political issue.,Production       ,Field Operations,15-08-1956,MA,Locator,Female,2667,Other,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,d9a771999e3cabf0958a9770e07bec538a38682337f1b04ea803395df66bc041
3665,Dalton,Bowen,22-Nov-19,,Production Technician I,Lucas Morse,dalton.bowen@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,30-03-1985,MA,Field Technician,Male,54319,Asian,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,cfe8ec04798de8963149e8cb7f6015794099fe90bfcc1a9bbc0576a09af4d08f
3666,Davin,Peters,29-Apr-22,21-Jan-23,Production Technician I,Melissa Shaw,davin.peters@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Rule film know if eat hear.,Production       ,Field Operations,19-05-1956,MA,Laborer,Male,16052,Hispanic,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,f1e21a050cbef81e1287ae99839c8910d111a6c6d04c3c7c04c95887cbe26345
3667,Leyla,Warren,11-Dec-22,28-Apr-23,Production Technician I,Brooke Meyer,leyla.warren@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Resignation,Term southern major ever care.,Production       ,Billable Consultants,23-08-1998,MA,Technician,Male,18998,Black,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,013c594c269963c2240aab2ff17f6fa82a969d5a568189187cb41297f0c1e03a
3668,Victoria,Allen,06-Aug-23,06-Aug-23,Production Technician I,Christopher Clark,victoria.allen@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Voluntary,Rest such husband through his customer no look.,Production       ,Underground,24-05-1996,MA,Operator,Male,33735,Asian,Widowed,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,70e733b7a5a0c0aa41991e4aaf15a37f2c03e3ff01c71027657e0ed7c471328b
3669,Tyler,Hines,28-Mar-20,12-Mar-23,Production Technician I,Joshua Francis,tyler.hines@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Let former service.,Production       ,Finance & Accounting,16-01-1967,MA,Clerk,Male,81928,Black,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,f8a1a25ddd598eb39aca2eb3f6797d1e1d2d43d333e6f3c19cd1eaad78d3f5e4
3670,Sandra,Atkinson,11-Aug-22,27-Mar-23,Production Technician II,Walter Shaw,sandra.atkinson@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Far happy light already.,Production       ,Billable Consultants,17-01-1969,MA,Engineer,Female,14006,Hispanic,Widowed,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,4c6b8a67f778b72d37582c9a4b114dd70ccde7b883bd61a9bcb55401c09bfb32
3671,Simone,Hayes,26-Jan-23,19-Jun-23,Production Technician II,Alexander Roberts,simone.hayes@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Edge cold language. Once bring quality hot.,Production       ,Splicing,29-12-1989,MA,Splicer,Female,45376,Asian,Divorced,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,eb0ad5eb25e1d3ba6c9c271bf9a1c6a9b38f03a29ba92fb84f4a11e186973c84
3672,Rhett,Valenzuela,14-Jan-19,,Production Technician II,Aaron Holland,rhett.valenzuela@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,24-02-1991,MA,Foreman,Female,44501,Asian,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,53302c0ac207ecb042d93b8e7b7c5a9ea962ff3e16e73a75ee01ec2754e7a476
3673,Lane,Zuniga,11-Jun-22,10-Jan-23,Production Technician II,Casey Morris,lane.zuniga@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,My teach piece need school fight rock.,Production       ,People Services,19-02-1973,MA,Manager,Female,47767,Other,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,fe4cf10e6d7210d8d03d7f9a00e9fa5746a7dd8bbeccd8d119fc398f6ea56dc8
3674,Isabelle,Shields,25-Jun-20,02-Mar-22,Production Technician II,Sarah Williamson,isabelle.shields@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,Five carry couple goal western.,Production       ,Engineers,01-05-1996,MA,Engineer,Female,39141,Other,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,9f2891b8d48c2c4948d14666a74a5011f166ae2eb4c877e29844ab7495265567
3675,Mario,Mays,08-Jun-20,29-Dec-22,Production Technician II,Melissa Torres,mario.mays@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Resignation,Herself others song center word almost without.,Production       ,Engineers,28-08-1952,MA,Technician,Female,70090,Hispanic,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,8cfc9fa98153cb4db1e09625dcdd9aba885960a3ed8008eb43922122e04d4f7f
3676,Leah,Robinson,29-Aug-18,,Production Technician I,Craig Hawkins,leah.robinson@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Yard (Material Handling),29-11-1993,MA,Associate,Male,35858,Black,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,8a75273f9f22a1cedd57b6cc17c44882d0877a0de66b93d28e99f85418d205bd
3677,Dayami,Bailey,01-Oct-22,,Production Technician I,Matthew Hughes,dayami.bailey@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,04-02-1960,MA,Supervisor,Male,27462,Hispanic,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,da685c45666fbd2ba83cf8a862c0f62f7e7675eec81a97afd772bea8661a5581
3678,Ramon,Fleming,22-Jul-21,,Production Technician I,Chad Ramirez,ramon.fleming@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Eng,24-05-1999,MA,Drafter,Male,65321,Asian,Single,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,bbcdcd97b4727f075a14a7c71d60947d0e04a18fb668012ab69ff91ac90648d7
3679,Pedro,Harrison,14-Dec-19,,Production Technician I,Erica Moore,pedro.harrison@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,16-07-1989,MA,Engineer,Male,54017,Asian,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,070b407f85bb5516d86cc6a54a95ea37d5b57710d58f0b0b483afbdf62f07bb2
3680,Harrison,Hudson,27-Mar-20,,Production Technician I,Felicia Ashley,harrison.hudson@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Underground,14-09-1985,MA,Operator,Female,51584,Other,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,fd390f8eb23c24e3ff04f76b413aa256815dcd4cd9e2d81ca662fcbb31d0c539
3681,Taniya,Lane,25-Nov-21,,Production Technician I,James Williams,taniya.lane@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,17-03-1976,MA,Project Manager,Female,75321,Black,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,92fb28fac8479c62ffe28a157616cd8a08ace748167605ddf53f2f57d73c4751
